 TEXTURE FOR PHASE  1  AT VM STRAIN     0.500
  -87.05   62.26   90.38        0.0000298
    2.32   59.59   62.51        0.0000162
  146.95   59.26   58.38        0.0007716
   74.65   69.18   55.16        0.0000149
  125.21   56.70   33.75        0.0000684
  104.14   50.27   66.16        0.0000157
  -31.35   76.68    8.94        0.0000498
  156.59   60.74   19.40        0.0000095
   15.31   73.87   73.64        0.0000135
  -60.26   84.92    3.59        0.0000399
  -37.61   51.63   29.04        0.0000372
  138.51   57.12   31.45        0.0001087
   55.91   43.74   39.66        0.0000348
  105.99   79.35   73.07        0.0000578
    8.03   55.14   42.09        0.0005859
 -108.68   35.89   19.08        0.0000171
 -147.37   46.08   61.23        0.0000406
 -178.52   84.00   55.42        0.0000167
  161.75    4.28   52.48        0.0000626
 -135.81   80.59   59.13        0.0002414
  125.24   10.01    1.77        0.0005556
  122.78   75.72   12.83        0.0000298
  -49.89   40.89   57.20        0.0001470
   18.74    8.82  104.81        0.0003131
  -39.31   28.92   28.65        0.0000442
 -149.96   26.18   43.35        0.0000116
  -63.40   77.59   13.13        0.0000360
   12.15   50.49   58.13        0.0000376
  -18.14   56.43   89.55        0.0000586
    4.09   34.51   64.04        0.0000174
  -56.84   68.41   29.98        0.0000096
   40.93   80.80    0.42        0.0003459
  -45.26   51.22   34.25        0.0000410
 -166.73   29.58   46.00        0.0000147
 -110.32   79.74   70.85        0.0000220
  -68.10   67.99   42.67        0.0000182
   77.07   57.23   15.54        0.0002409
  168.95   69.86   75.01        0.0000971
  -77.95   57.87   66.09        0.0000177
   29.60   72.66   71.56        0.0001377
  -82.94   73.87   75.83        0.0000370
  -68.78   75.47   21.80        0.0000128
   91.39   62.86   29.89        0.0000359
 -124.94   76.98   74.08        0.0000185
 -103.80   65.41   61.79        0.0003472
  -76.28   76.30   21.01        0.0000179
   77.70   58.08   23.76        0.0000297
   47.41   84.97   -3.67        0.0000270
 -126.82   73.00   69.86        0.0000119
  146.86   39.02   50.89        0.0005254
 -133.33   80.50   79.04        0.0000166
  -27.18   64.30   11.00        0.0000645
 -113.01   44.77   22.35        0.0001355
   33.42   90.84    5.49        0.0000562
 -176.34   52.46   28.92        0.0000701
  140.67   32.17   38.52        0.0000253
  175.31   29.78   46.27        0.0001706
  164.95   21.81   35.52        0.0000146
  162.47   36.24   69.49        0.0003457
   42.13   81.43   -6.40        0.0000255
 -178.33   77.22   41.43        0.0000406
 -126.37   90.55    2.72        0.0001511
 -111.00   65.04   41.06        0.0000269
 -176.21   53.82   64.87        0.0000364
  171.44   22.80   34.36        0.0000148
 -140.40   37.88   43.72        0.0000138
  -78.42   30.06   76.44        0.0000243
  -47.45   88.56   86.53        0.0006871
   61.46   22.34   40.69        0.0001108
 -158.35   20.23   47.25        0.0000224
   38.73   63.54   68.73        0.0000077
 -156.14   74.49   82.55        0.0000516
  -80.93   16.03   62.13        0.0001674
  -89.27   48.90   87.73        0.0000194
   71.87   77.95   49.27        0.0000470
  107.90   38.70   70.20        0.0000340
  -61.98   79.39   17.84        0.0000199
   74.76   56.02   27.54        0.0000245
  173.73   94.79   52.35        0.0001239
   -2.21   15.65   31.42        0.0000604
  -94.84   62.38   40.67        0.0004564
   50.39   24.80   27.60        0.0000953
  137.34   82.38    6.81        0.0000276
  156.39   13.42   42.43        0.0000213
  -12.41   62.75   78.01        0.0000939
   23.49   26.31   55.42        0.0000235
 -110.58   58.30   39.45        0.0000373
   38.20   79.11   75.45        0.0003451
  176.01   63.83   58.25        0.0003328
  120.13   88.62   78.19        0.0002548
   60.63   57.00   48.17        0.0000100
 -160.48   25.00   45.90        0.0000076
  -90.66   59.56   11.44        0.0000590
 -127.50   79.36   79.48        0.0000951
   45.76   21.31   30.01        0.0000550
  -54.39   75.35   18.95        0.0000108
 -174.15   82.52   35.63        0.0002006
  -23.30   80.12   10.45        0.0000293
  114.18   67.92   33.45        0.0000163
  -79.17   70.42   57.91        0.0000243
   35.58   19.64   34.79        0.0000759
  -62.03   44.51   49.95        0.0003270
  147.98   69.92   11.55        0.0000321
   66.41   65.74   54.94        0.0000061
  -29.19   54.34   16.09        0.0000534
  154.68   71.10   19.63        0.0000766
 -103.78   54.94   28.36        0.0000765
 -115.47   66.87   56.28        0.0000176
  -50.26   55.47   32.92        0.0001617
  155.75   83.37    3.87        0.0000304
  -19.55   41.97   64.41        0.0002043
   26.71   43.76   53.11        0.0001133
  178.07    8.75   34.85        0.0000208
   62.61   76.15   70.12        0.0000313
    4.11   31.62   39.20        0.0002089
    5.81   95.30   30.30        0.0000582
   76.46   77.87    6.01        0.0000389
  148.42   79.24   95.75        0.0000275
   22.51   55.63   -8.95        0.0000373
 -155.76   86.93    4.03        0.0000557
   40.93   67.53   68.11        0.0000643
   29.38   68.66   76.32        0.0000192
 -171.28   68.99   62.54        0.0000140
  -64.55   27.90   59.81        0.0000381
   11.68    6.25  122.07        0.0003327
   54.99   69.51   70.51        0.0000480
  175.48   65.18   34.40        0.0000384
  129.14   21.13   33.91        0.0001823
    2.44   73.46   56.53        0.0000162
 -131.79   82.25   -4.22        0.0005203
    8.10   68.24   59.72        0.0000601
   76.43   50.13   19.75        0.0000372
  175.32    7.52   48.59        0.0001096
  -71.59   80.09   57.37        0.0000848
   94.30   59.41   77.36        0.0000180
  -35.33   50.09   21.42        0.0000832
  -89.85   57.12   91.70        0.0000200
  -79.58   37.64   -6.47        0.0001298
  103.88   73.90   78.83        0.0000671
  -72.38   63.60   37.03        0.0004379
  121.92   50.75   43.30        0.0000440
  179.93   62.79   57.20        0.0000740
   61.72   74.43   59.57        0.0001534
   36.64   61.86  -14.76        0.0000913
   41.43   86.24   85.92        0.0000920
   68.90   59.58   54.01        0.0001498
  -26.46   56.82   90.78        0.0002915
   37.11   69.11   14.19        0.0005801
  157.06   15.55   -3.04        0.0001906
   -9.67   68.55   31.19        0.0000221
   58.28   10.94   50.05        0.0000663
  -31.34   74.01   15.34        0.0000089
   56.53  100.50   18.97        0.0000746
 -162.98   38.07   61.01        0.0000361
  -47.23   45.05   41.31        0.0000185
  -96.82   67.02   43.77        0.0000228
  149.32   75.19   13.23        0.0000230
   30.58   83.74   -0.85        0.0000320
   89.85   53.36   -6.27        0.0000580
 -119.05   95.56   21.12        0.0003440
  176.59   47.62   38.28        0.0000237
  156.03   70.05   11.71        0.0000207
   -0.83   20.52   38.05        0.0000588
 -137.57   43.68   46.14        0.0000186
   52.54   87.35   -0.12        0.0000366
   80.08   66.35   52.24        0.0000053
  -42.86   80.14   96.74        0.0003828
   36.80   50.10   50.22        0.0005674
  114.62   87.79   78.09        0.0000705
  155.47   85.25    5.30        0.0000269
  -75.98   27.02    7.51        0.0004012
  -90.51   69.31   85.57        0.0000236
   40.66   43.95   53.03        0.0000117
   64.29   64.79   53.65        0.0000099
 -170.00   62.31   62.28        0.0000137
   -4.35   68.62   55.14        0.0001628
   -2.61   59.41   39.36        0.0000104
 -153.68   66.88   78.70        0.0000612
  115.16   67.62   27.31        0.0000139
  142.36   85.54    7.17        0.0003163
    1.48   43.01   57.15        0.0000092
  128.90   72.38   16.25        0.0000393
  118.32   74.17   31.11        0.0001484
   -8.39   82.84   69.58        0.0000772
  -94.63   62.58   -0.73        0.0000501
  177.13   87.68   48.17        0.0000859
  -84.71   33.56   -3.13        0.0000347
  149.90   73.61   15.25        0.0000298
 -125.17  101.98   20.05        0.0003156
  -15.67   22.48  -20.68        0.0002707
  -23.86    1.98  -25.38        0.0000263
  125.03   51.92   43.95        0.0000670
 -144.40   71.88   74.85        0.0000266
  -71.92   84.02   40.40        0.0000409
   -1.00   33.30   46.56        0.0000052
   48.39   62.55   68.70        0.0000955
   -7.62   80.03   25.26        0.0000258
   27.13   59.71   68.34        0.0000075
 -113.43   77.72   58.09        0.0000432
   15.81    1.54   44.48        0.0000347
  174.02   45.13   40.38        0.0001700
   33.35    9.02  111.97        0.0004543
  125.67   71.35   24.08        0.0000503
    1.85   74.14   46.32        0.0000769
   -4.44   52.51   49.21        0.0000948
 -106.73   71.87   47.51        0.0000176
   63.59   92.34   20.46        0.0001392
    0.77   75.44   58.59        0.0000130
  103.81   85.65   44.48        0.0000296
   76.60   62.45   39.49        0.0000083
  -88.34   65.54   59.98        0.0000355
   -5.66   43.31   26.36        0.0000378
  115.61   99.58   54.31        0.0001090
  128.08   66.46   28.51        0.0000876
   28.81   58.07   -6.12        0.0001322
 -161.89   58.73   61.39        0.0000073
  169.48   38.86   39.05        0.0001290
   38.46   76.40   -8.65        0.0000466
 -145.81   49.40   51.73        0.0000599
   59.69   67.85   58.24        0.0000458
  151.63   67.17   96.57        0.0000769
  -97.35   46.18   10.90        0.0000180
 -127.51   58.65   55.15        0.0000160
  106.27   29.79  -10.54        0.0001364
  112.05   63.89   52.10        0.0001950
  -10.21   14.63   53.62        0.0000756
  -49.84   51.07    8.37        0.0003574
    6.08   39.43   51.79        0.0000296
    5.26   41.14   46.81        0.0001988
   54.46   83.55    0.62        0.0001903
   63.39   77.26   62.10        0.0001209
   62.84   23.10   37.80        0.0000889
   79.57   58.09   22.31        0.0000178
  131.56   55.41   32.48        0.0000102
   45.01   50.95   53.97        0.0000212
 -146.47   81.09   -3.75        0.0001818
   94.38   68.97   37.13        0.0000191
  -95.40   51.22   17.33        0.0002174
  -72.15   47.08   68.09        0.0000505
  -83.22   62.67   94.68        0.0001781
  -83.06   55.06   69.84        0.0001110
   65.26   36.72   94.58        0.0003056
  -33.73   61.75   15.69        0.0001065
  -55.66   71.12   23.74        0.0000102
   12.07    1.71  106.00        0.0000294
 -146.99   86.13   -2.13        0.0000538
  171.82   92.13   74.22        0.0000439
   57.80   99.17   16.11        0.0000351
  153.63   65.92   15.26        0.0000148
 -116.53   75.54   62.37        0.0000296
 -130.64   63.60   60.66        0.0000063
   -1.01   28.69   34.75        0.0000604
   74.85   67.50   30.04        0.0000927
 -138.77   25.78   38.83        0.0000215
  -12.95   27.32   58.47        0.0001576
 -134.44   56.45   58.38        0.0000195
  111.88   56.99   53.99        0.0000789
    3.48   11.00   36.71        0.0001609
   68.98   52.73   38.30        0.0000745
  167.66   65.85   25.96        0.0000305
  179.14   79.55   21.16        0.0000273
 -128.49   58.93   57.35        0.0000524
 -159.37   74.76   -2.91        0.0000491
  -42.92   81.94   95.99        0.0002517
 -143.89   82.17   -1.94        0.0004905
    9.34   92.47   26.02        0.0001082
  112.55   33.76   57.78        0.0001668
  104.85   49.72   62.64        0.0000660
   38.16   39.15   49.90        0.0000163
  -46.03   89.82   88.54        0.0003064
  -78.35   70.26   17.97        0.0000534
  -92.07   66.92   49.66        0.0000427
    8.60   48.82   11.82        0.0000460
  -45.87   48.00   35.89        0.0000570
  179.93   41.43   37.28        0.0000092
 -141.52   38.72   51.03        0.0000246
 -179.29   17.73   35.98        0.0000163
  117.94   64.78   41.89        0.0001829
   91.94   38.30   -0.96        0.0000258
  -72.60   13.39   -0.66        0.0000375
   79.67   78.02   56.83        0.0000334
   -0.87   66.87   36.66        0.0000346
  108.65   43.64   66.51        0.0000287
  165.00   42.31   40.99        0.0005168
  113.02   87.71   72.59        0.0000874
   36.68   62.99   65.38        0.0000672
   93.70   68.53    8.00        0.0000323
 -133.88   63.17   67.30        0.0001883
   19.63   14.40   38.76        0.0001412
  175.14   66.46   64.55        0.0001629
 -179.39   33.11    7.28        0.0000299
   33.62   78.96   81.30        0.0000191
 -140.88   66.94   68.17        0.0000072
 -178.55   38.11   37.60        0.0000157
   58.48   73.92   73.82        0.0000113
   89.67   65.96   51.59        0.0000051
  -33.06   82.68   93.30        0.0001211
 -129.80   92.55   11.50        0.0006079
 -162.66   65.74   12.45        0.0003736
  177.44   79.72   60.62        0.0000554
  108.80   67.26   56.47        0.0001439
 -111.47   73.39   -3.08        0.0003921
  -22.67   13.58    1.68        0.0000354
  100.27   60.88   65.55        0.0000279
   18.12    9.00  107.33        0.0004189
  -39.20   79.74   12.05        0.0000208
 -146.26   68.51   67.40        0.0000276
  123.43   83.96    4.69        0.0000173
   -1.60   83.76   46.62        0.0000341
 -179.00   78.58   39.56        0.0000272
  122.25   61.15   39.35        0.0001590
  -72.49   25.80   -1.67        0.0002987
  -94.82   44.25   15.40        0.0002913
  114.84   68.55   37.40        0.0000557
   -0.35   23.86   47.35        0.0000088
  129.26   63.02   26.45        0.0000253
   68.42   30.15   26.29        0.0000382
 -131.75   72.65   77.38        0.0003903
   28.22   50.57   53.41        0.0005347
  -91.32   43.12   89.36        0.0000438
 -175.58   81.08   40.49        0.0001397
  179.48   78.42   48.36        0.0000263
   93.68   70.56    5.29        0.0000400
  -41.03   62.17   26.44        0.0000052
  169.76   60.92   80.16        0.0000404
 -133.90   62.82   65.05        0.0000669
   47.30   71.80   69.92        0.0000666
  164.38   29.15    1.24        0.0000381
   15.25   56.40   47.17        0.0006935
   -5.00   76.80   32.87        0.0000219
 -171.32   88.44   21.04        0.0000667
 -170.09   11.11   57.22        0.0000428
 -125.92   41.29   50.59        0.0003313
  173.39   42.91   67.14        0.0001441
  176.67   94.82   60.92        0.0000229
  100.31   62.02   70.20        0.0000571
  167.89   66.77   74.45        0.0001790
   26.32   91.28   24.96        0.0003374
 -150.18   86.48   37.31        0.0003295
  134.00   82.41   93.29        0.0001783
   52.34   57.17   49.12        0.0004953
  146.28   73.99   10.72        0.0000228
   72.68   71.42   43.82        0.0000553
  -11.19   69.02   54.67        0.0003098
  -28.19   85.42   88.34        0.0001020
 -117.41   50.32   39.98        0.0000752
 -105.90   29.23   27.61        0.0003722
   46.17   47.73   54.67        0.0000209
   61.64   85.88   82.37        0.0000477
  -97.89   21.72   80.98        0.0002792
 -153.28   90.93   86.57        0.0000238
   -7.50   54.64   30.93        0.0000156
  -16.56   29.59   40.98        0.0000086
   98.84   36.45   81.94        0.0000404
    5.86   27.44  117.40        0.0002386
  128.95   82.92    6.80        0.0000198
   40.97   72.15   76.73        0.0000297
  -61.83   75.39   16.78        0.0000448
 -149.77   74.01   67.50        0.0001074
 -123.27   89.80   16.26        0.0005647
    4.08   66.72   36.63        0.0003666
   -7.07   57.37   70.27        0.0000659
  108.66   47.57   64.92        0.0000506
  108.53   64.97   38.26        0.0000066
    4.75   64.97   67.75        0.0000207
  125.68   60.97   26.25        0.0001080
  176.33   69.31   52.89        0.0003191
  -15.66   69.19   20.38        0.0000203
  -60.05   46.60   54.22        0.0000248
  108.87   80.56   88.05        0.0000339
  -66.78   90.31   52.97        0.0001630
    2.70   43.50   41.74        0.0001940
  -63.90   79.29   21.10        0.0000277
   36.50   68.58   73.13        0.0000105
   83.69   54.47    3.27        0.0001217
  127.24   83.32   93.09        0.0000890
   13.93   15.60   49.15        0.0000201
 -171.28   50.80   25.08        0.0001709
   22.53   45.90    3.95        0.0002155
   63.42   40.11   25.87        0.0001797
 -178.36   91.43   36.90        0.0000315
   72.98   84.78   14.84        0.0000342
 -157.06   14.60   41.01        0.0000177
 -124.25   40.67   47.47        0.0003152
  -44.25   31.12   66.31        0.0001915
 -107.94   53.45   27.03        0.0000271
   -2.40   46.62   68.33        0.0000269
 -117.72   30.51   31.27        0.0000403
 -116.00   64.98   60.71        0.0003715
 -148.76   47.57   75.06        0.0000782
   67.97   41.67   23.05        0.0001379
  170.25   72.22   75.98        0.0000468
   -3.08   69.29   35.62        0.0000138
  168.76   19.46   47.87        0.0002161
  -61.95   68.76   28.49        0.0000308
  -75.41    9.68    8.84        0.0000656
  178.86   55.68   40.27        0.0000159
  -90.44   69.95   73.91        0.0000222
 -107.88   69.56   66.29        0.0001063
  142.62   40.69   36.85        0.0000100
   61.35   71.47   61.96        0.0000413
  175.17   48.49   53.01        0.0004248
  -94.99   71.06   24.21        0.0000273
 -140.12   63.12   67.91        0.0000354
  153.10   63.68   20.41        0.0000094
   81.93   70.46   40.05        0.0000324
    3.99   53.16   52.60        0.0000371
 -123.95   93.50    6.42        0.0001027
    1.72   37.79   62.35        0.0000164
   65.03   78.58   69.90        0.0000530
   71.53   66.22   33.23        0.0001759
  171.46   73.70   31.19        0.0001275
   21.28   71.87   72.94        0.0000188
   32.93   67.69   75.47        0.0000189
  -25.25   49.89   24.46        0.0000322
   17.83   43.10   58.92        0.0000079
   52.82   69.92   39.03        0.0006218
  127.79   75.01   19.06        0.0000835
  141.25   82.22    8.60        0.0001251
  158.27   88.28   88.22        0.0000397
  130.89   72.45   18.55        0.0000113
   50.20   60.66   56.95        0.0001231
   53.26   76.87   73.04        0.0000730
  -64.78   19.51   65.73        0.0000431
    3.27   54.28   66.20        0.0000211
    1.62   55.53   35.15        0.0001524
 -125.90   21.22   37.69        0.0000411
   79.94   23.71   86.77        0.0003584
 -166.98   52.00   58.50        0.0000085
   69.89   88.69    1.12        0.0000399
   78.94   70.83   46.43        0.0000322
  -91.09   65.29   55.96        0.0001012
 -176.92   32.79   52.73        0.0000256
   -8.89   64.06   24.23        0.0000275
  105.90   78.44   79.57        0.0000497
  179.49   18.30   42.68        0.0000171
  134.84   80.49   13.77        0.0004186
   20.55   78.97    8.87        0.0001428
  179.08   13.59   46.26        0.0000495
   38.35   60.32   69.85        0.0000222
  -82.96   71.38   18.25        0.0000122
  130.83   58.71   33.56        0.0000606
 -108.08   49.53   30.55        0.0001971
 -178.23   55.66   50.92        0.0000195
 -119.83   88.20    5.58        0.0002124
    3.64   40.54   59.85        0.0000102
 -115.83   65.79   49.06        0.0000167
  175.90   49.38   33.50        0.0000090
  -49.40    5.53   72.35        0.0000310
 -114.01   83.65   19.23        0.0003716
   12.74   43.21   53.33        0.0001051
  -32.21   20.42   63.74        0.0001865
   77.01   82.52   54.49        0.0000305
    7.28   85.51   24.26        0.0000911
 -178.24   49.68   47.46        0.0000089
  -83.43   61.73   68.57        0.0000189
  114.32   60.38   43.23        0.0000079
   -1.41   72.87   44.49        0.0000186
   61.68   76.11   67.06        0.0000623
  -74.56   64.57   61.63        0.0000634
    4.35   50.41   20.40        0.0000597
  -81.93   43.29   76.95        0.0000571
   53.17   36.56   42.39        0.0000234
 -152.76   82.52   83.27        0.0000376
 -178.96    9.20   27.46        0.0000202
 -177.51   79.33   66.93        0.0000359
  -52.71   88.03   90.93        0.0001067
  179.94   63.29   56.17        0.0000732
  -83.53   70.58   59.93        0.0000217
  137.19   31.12   40.21        0.0000266
  -60.09   67.17   35.33        0.0000193
  -51.29   82.13   89.86        0.0005926
   80.74   44.74    5.50        0.0001674
   67.88   24.09   18.16        0.0000222
   -0.25    8.80  112.66        0.0000448
  146.64   86.08   87.66        0.0000916
 -134.83   85.02   85.83        0.0001357
  -13.22   64.99   33.91        0.0000822
  175.38   21.68   46.22        0.0001067
 -174.52   35.38   20.17        0.0000390
 -156.33   20.30  104.09        0.0002541
   90.81   55.91   89.60        0.0000181
  -58.59   55.60   37.82        0.0004642
 -171.17   21.13   47.06        0.0000078
 -166.51   66.63   72.75        0.0000380
  106.66   46.50   67.78        0.0000387
  170.50   82.51   75.23        0.0000379
   79.05   64.52   76.66        0.0000960
 -130.52   82.45   83.47        0.0001707
   21.81    5.75   36.86        0.0000539
 -171.30   26.19   32.18        0.0000924
 -100.34   45.68   18.51        0.0001517
  -49.34   93.63   82.82        0.0004734
 -143.39   87.21   85.86        0.0000213
   75.77   71.02   47.83        0.0000361
 -169.40   71.08   59.91        0.0000325
   81.27   21.02   15.08        0.0000391
   47.78   70.08   66.99        0.0001484
   77.90   61.95   45.39        0.0000497
  138.57   12.19  -15.75        0.0004748
 -151.46   48.71   66.38        0.0000363
 -120.62   79.63   79.53        0.0000529
   96.49   70.76   19.72        0.0000267
 -109.06   47.64   30.12        0.0001753
 -122.37   62.89   44.20        0.0001843
 -171.02   12.51   42.74        0.0000150
 -111.64   33.99   22.88        0.0000185
   85.45   62.25   74.53        0.0000639
   51.49   20.21   31.74        0.0000261
 -179.89   53.13   59.33        0.0000795
 -152.71   84.59    3.03        0.0001630
  -15.58   53.30   36.01        0.0000565
  157.65   87.91    8.78        0.0000588
    0.20   38.53   55.53        0.0000110
  122.94   70.36   38.88        0.0003157
  125.16   98.29   74.92        0.0000648
    9.39   80.55   30.57        0.0004110
    5.53    6.77  117.35        0.0000779
   -1.27   24.92   52.71        0.0000177
 -113.49   60.85   39.74        0.0000364
 -138.55   72.73   74.32        0.0000268
 -133.01   63.38   62.30        0.0000072
  -66.06   71.96   17.87        0.0001866
  140.11   34.21   21.11        0.0002361
 -122.42   94.30    8.53        0.0001111
 -171.86   29.39   35.22        0.0000805
   85.41   58.38   14.60        0.0000157
   55.23   78.36   76.04        0.0000239
  -96.08   58.80    7.24        0.0000359
  -17.27   11.54   43.92        0.0000326
  143.03   77.22   15.29        0.0002688
   69.75   87.35   12.52        0.0000368
  -46.99   46.49   41.31        0.0000105
 -177.17   54.98   53.88        0.0000206
   21.21   90.86    9.23        0.0000315
  -88.39   65.74   76.63        0.0000188
  124.97   82.89    5.30        0.0000208
  -12.90   76.81   70.62        0.0003347
  138.30   93.94   82.21        0.0001063
  -68.20   48.71   59.61        0.0000140
 -166.25   82.07    4.87        0.0000406
  109.52   79.63   11.15        0.0000385
  156.37   64.64   15.41        0.0000163
 -143.61    5.60   76.03        0.0000308
   -8.05   65.84   72.38        0.0000742
  110.39   59.52   53.76        0.0000767
   15.12   14.31   46.66        0.0000259
  175.89   47.06   33.08        0.0000076
 -178.45   57.14   43.57        0.0000199
 -166.90   91.10   20.33        0.0001586
 -109.39   20.30   27.69        0.0000431
  101.07   54.02   78.66        0.0002228
   10.78   78.29   64.32        0.0000984
   72.81   27.72   22.07        0.0000419
   41.11   36.88   63.07        0.0000989
  100.97   75.01   27.19        0.0000379
   52.90   61.85   55.78        0.0001676
  174.72   57.14   48.39        0.0005236
 -119.05   79.68    8.55        0.0005711
 -127.06   80.34   80.06        0.0000676
 -173.04   21.21   50.87        0.0000186
  109.53   57.63   57.25        0.0000928
   33.29   82.88   -2.71        0.0000315
 -148.69   58.67   68.11        0.0000361
  -82.26   73.03   74.64        0.0000371
  -35.38   44.54   32.29        0.0000313
  171.23   36.27   40.56        0.0001299
    2.23   76.46   64.50        0.0000136
  120.37   47.95   48.86        0.0000120
  -39.03   55.42   29.37        0.0000152
  166.38   42.64   45.71        0.0006395
   28.40   67.44   63.48        0.0004442
  -13.88   20.61   39.91        0.0000273
   26.08   90.06   89.04        0.0000263
   71.62   33.39  101.86        0.0002272
  -52.44   90.92   77.05        0.0006472
 -179.01   27.47   56.51        0.0000641
   61.30   37.02   28.89        0.0000544
  178.68   91.72   53.36        0.0000177
  179.83   74.54   45.81        0.0000201
    2.16   17.75   52.96        0.0000182
   91.32   36.87    3.52        0.0001251
 -126.81   76.75   78.76        0.0002962
 -138.94   73.58   31.73        0.0003899
  133.22   72.84   17.48        0.0000134
  112.31   83.90    5.57        0.0000393
  140.00   81.26   56.31        0.0003845
 -118.21   28.49   39.15        0.0001544
  -38.04   81.74    7.96        0.0000242
 -104.23   64.44   13.52        0.0002909
  142.37   79.46   13.09        0.0002813
 -151.21   60.86   63.61        0.0000079
  -10.57   26.15   30.27        0.0000431
  144.58   36.67   36.86        0.0000134
   76.75   67.48   47.50        0.0000183
  119.96   37.07   57.87        0.0000204
   41.70   36.41   41.16        0.0001404
  113.15   84.54    8.42        0.0000460
   88.44   51.66    5.15        0.0000240
   -3.00   61.47   32.34        0.0000270
  115.92   85.60   86.10        0.0000388
   -7.49   75.82   56.89        0.0002745
   76.92   70.53   47.31        0.0000337
   98.10   47.53   77.60        0.0000144
   89.11   35.32   83.69        0.0002002
 -119.62   68.76   54.65        0.0000377
   -8.39   66.04   73.52        0.0000687
 -112.91   71.27   63.14        0.0000135
  -72.56   68.80   67.99        0.0002641
 -174.38   66.24   56.11        0.0000106
 -179.23   23.14   60.91        0.0000646
  121.21   84.02   74.10        0.0004317
   30.28   83.78    4.62        0.0002456
 -174.24   80.29   25.95        0.0001179
  -52.00   69.38   86.99        0.0004768
  -12.94   76.43   21.61        0.0000191
 -139.19   83.87   -2.55        0.0005104
  -45.53   38.80   36.34        0.0000840
   66.09   58.79   42.81        0.0000195
   87.51   61.86   21.50        0.0000160
 -114.66   77.83   77.57        0.0000330
 -139.83   46.55   59.45        0.0000611
 -114.45   66.62   56.43        0.0000363
 -160.00   60.97   51.89        0.0001689
  -25.15    1.46   48.05        0.0000362
 -108.87   65.28   59.86        0.0003935
 -121.35   94.35    9.53        0.0001150
  -70.01   69.17   46.25        0.0000286
  -72.90   55.31   68.94        0.0001811
 -179.83   77.59   41.62        0.0000164
  152.11   43.99   31.67        0.0000090
  121.91   62.82   34.54        0.0000120
   59.74   83.18   77.58        0.0000818
 -167.67   59.50   63.49        0.0000173
 -100.31   68.83   46.10        0.0000086
  -15.15   53.72    3.48        0.0000299
  115.71   28.21   59.70        0.0000277
  -14.25   91.43   78.86        0.0000285
  142.60   51.35   23.29        0.0000337
   91.20   27.67    1.59        0.0000285
   -0.12   34.60   59.02        0.0000201
  131.13   78.89   10.64        0.0000131
 -111.46   34.39   17.93        0.0000631
  -16.34   88.57   75.39        0.0001173
   35.57   55.81  -15.25        0.0001095
  148.88   55.58   32.27        0.0003860
   72.92   96.22   30.38        0.0000261
  -59.30   51.98   48.06        0.0000123
   70.85   69.24   63.28        0.0000052
 -177.95   79.39   19.14        0.0000338
   -1.86   91.58   48.87        0.0000409
  135.97   86.04    4.68        0.0001289
 -136.64   22.48   66.21        0.0001639
   37.13   84.02   83.23        0.0001013
  111.28   71.82   28.06        0.0000254
  -53.69   27.85   49.06        0.0000361
  138.38   83.03   89.58        0.0003202
  -91.92   59.34   75.52        0.0002141
 -167.75   50.44   54.52        0.0000101
   -3.44   73.73   43.70        0.0000660
    0.74   83.55   29.30        0.0000303
   18.66   82.53   -0.01        0.0000355
 -146.53   42.42   62.17        0.0000448
   29.82   44.14   80.66        0.0001318
   37.54   60.85   65.44        0.0000130
   -1.40   72.03   56.01        0.0000362
   29.11   35.73   57.14        0.0000171
  -57.37   75.10   18.94        0.0000166
 -128.28   37.42   45.55        0.0000715
  -41.04   85.48    4.51        0.0000400
   66.13   98.72   22.63        0.0000335
  150.83   50.94   35.46        0.0004290
 -173.97   67.81   13.92        0.0000404
  107.32   72.53   28.27        0.0000310
   19.15   51.73   56.18        0.0002603
   79.48   60.81   74.72        0.0001398
   68.76   62.92   41.25        0.0000749
   79.05   66.96   72.74        0.0000288
   35.36   88.82   -0.45        0.0000303
  -51.50   67.89   61.06        0.0004170
   -0.66   63.86   38.05        0.0000393
  -90.67   67.18   71.54        0.0000193
  145.23    4.35   68.75        0.0001418
 -108.98   68.52   -1.92        0.0004048
   20.70   64.16    8.19        0.0003003
 -146.78   66.97   64.50        0.0000640
   88.31   36.55    2.30        0.0000182
 -131.84   79.32   80.46        0.0001841
  169.30   98.49   61.91        0.0000965
  117.49   80.80    8.04        0.0000187
    5.69   85.96   30.94        0.0001700
   26.47   15.07   32.77        0.0003050
  -22.20   38.08   42.15        0.0000314
  179.21   88.03   63.60        0.0000274
 -117.93   82.53   87.29        0.0001196
  169.02   46.73   34.98        0.0000705
  -44.94   31.56   27.57        0.0003183
  -41.69   48.10   40.33        0.0000218
  110.57   88.40   79.58        0.0000352
 -121.27   51.71   44.48        0.0000454
   32.02   78.12   80.67        0.0000167
  -77.07   60.75   60.18        0.0000171
  -39.94   66.47   26.64        0.0000660
  -27.66   80.85   17.99        0.0001037
    8.02   18.06   35.73        0.0003798
   75.24   62.89   41.84        0.0000080
  -77.06   58.15   57.98        0.0000898
  -61.22   85.75   88.83        0.0001138
  130.45   57.09   34.11        0.0000175
 -171.11   26.32   55.20        0.0000326
  127.56   71.28   22.88        0.0000448
   -0.94   29.00   48.74        0.0000068
  -42.24   71.76   17.63        0.0000101
 -172.81   58.80   58.82        0.0000120
  154.89   86.65   52.99        0.0002905
